comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
"Hi Keetoowah

Just wanted to say hello.",0,0,0,0,0,0
"CFD questionredirects OK? 
Per your close here—I assume it's OK to create category redirects on the old category names?  (talk)",0,0,0,0,0,0
I'd also like to point out that there is no such thing as 순혈주의/純血主義 in the Korean lexicon.,0,0,0,0,0,0
I may have accidentally removed a legitimate edit. My apologies. I was attempting to clean up multiple pages which had been vandalised.,0,0,0,0,0,0
"""

Briefly, during """"Tenchi Universe"""" in the English dub, the name appears as Aeka. This is on the television screen during a news program while the characters are in space. It may be hard to notice at first, due to the way it is stylized. 64.138.215.134  """,0,0,0,0,0,0
"Yeah, it was in the second Austin Powers movie.",0,0,0,0,0,0
"Topic Ban Violations 

You've edited three articles or talk pages in violation of your topic ban: Voat, Ellen_Pao and Social justice. In all three instances you edit-warred to retain your topic ban violations with 6 reverts in the case of Talk:Ellen Pao. I strongly advise you to respect the  to avoid further sanction. 169.57.0.214",0,0,0,0,0,0
"warning? 

Hello, what you posted was warning but why? It was a merely a thought about sock puppetry.it doesn't mean attacks ok.its was only a thought and whatever....",0,0,0,0,0,0
"""

 Talkback 

 ˜ [ talk | contribs ] """,0,0,0,0,0,0
And what is your understanding of the conclusion of that discussion?,0,0,0,0,0,0
"""

Ok, now I really don't understand you. You've gone and tagged Image:Damnation Crusade1.jpg for deletion. Why? It's from the very damn website that sells the comic! If they didn't want the picture to be used as a representation of the series, then they wouldn't of used it as a representation of the series themselves! It's bloody well low resolution, too! What more do you want, Editor-Fag?
Obviously, I can't argue with compulsive editor-fags like you. Fine, delete it, and the Image:Forge of War1.jpg one. I'm just trying to add images to help the community on wikipedia to improve the articles that call for pictures. I see it that it does comply to all of the image policies, except perhaps that one """"resolution"""" rule, but, then again, if you've got a problem with it, then you can easily solve it yourself. I'm not going to be forced to do the work of an editor-fag like yourself.""",1,0,1,0,1,0
"This article is not NPOV 

This article has some definite POV issues. Claims need to be sourced and validated, and this topic should be treated scientifically and dispassionately. '''''' (talk)",0,0,0,0,0,0
"""
I'm afraid that regardless of outcome there will always be those who disagree with policy and will do whatever it takes to get their way.  ЛееСуда.  """,0,0,0,0,0,0
"""

The gallery now works in Firefox 1.5, Internet Explorer and Opera. -  contrib talk """,0,0,0,0,0,0
"I'd like to tell you ... 

... not to be discouraged by Jayjg's and SlimVirgin's ever-rising hurdles for what they think you must do in order to make your edits, but to be honest, this is how Wikipedia works on contentious topics, and Jay and Slim are accomplished and powerfully placed practicioners of the art. It is likely to get worse, and it may never get better.",0,0,0,0,0,0
"""
On the main article page my computer lists the article itself as """"B-class. A good article nominee etc."""" (but thanks for fixing the banners).Granitethighs """,0,0,0,0,0,0
"""

Just one more comment. Can you use a cropped version of File:Director Marc Klasfeld and Justin Timberlake.jpeg? That shows the director more clearly and points the picture towards the article for our right alignment. We are then ready to pass it. — [ ChitChat ] """,0,0,0,0,0,0
""" March 2007 (UTC)

I am very curious as to why you've only spoken to me directly once during all this time, while bleating on other forums plenty of times about """"personal attacks"""" and """"harassment"""".  Wouldn't you have thought the more effective thing to do would be to talk to me first?   09:40, 3""",0,0,0,0,0,0
Isn't he the only author?,0,0,0,0,0,0
"hey now, it was only the one page that i put dragons on! p i appreciate your sensibility and slight sense of humor though )",0,0,0,0,0,0
"Revert goon reverted his own talk page to cancel my critism he is a revert goon 

You are just a revert goon, what else would a revert goon do but delete the criticism he is a revert goon.",1,0,0,0,0,0
"Also, Pakistan is far from having a strong Muslim identity. It is the most fanatic, discriminating and anti-Shia society in the Muslim 
world.",1,0,0,0,0,0
"Creating Brilliant prose is essentially what Wikipedia is about, and if you can contribute in that spirit, you will be welcome here.  14:13, 8 Nov 2003 (UTC)",0,0,0,0,0,0
"""

 Wow you are just a tyrant aren't you? 

""""*In order to make conversations go smoothly, please follow WP:TALK and WP:AGF when contributing to my talk page. Comments that don't may be immediately deleted."""" 

So you delete everything that opposes you?

You cannot even refute my claims, so you delete them. I would say you are the major violator of """"neutrality.""""""",0,0,0,0,0,0
I have an account but can't use it on blocked IP. PLEASE unblock.,0,0,0,0,0,0
"""
Of course not.  From SAHIH Bukhari Volume 3, Book 34, Number 351: http://www.usc.edu/org/cmje/religious-texts/hadith/bukhari/034-sbt.php#003.034.351
Narrated Jabir bin Abdullah:

A man decided that a slave of his would be manumitted after his death and later on he was in need of money, so the Prophet took the slave and said, """"Who will buy this slave from me?"""" Nu'aim bin 'Abdullah bought him for such and such price and the Prophet gave him the slave. 

You ready to sit down now or are you going to continue to squawk and look even more foolish?  """,0,0,0,0,0,0
"Nobody needs to explain anything. The 300 albums cite is band up to date; as you pointed out yourself, the other is from 2001.",0,0,0,0,0,0
"David Gerard, when you block everyone who has called anyone a troll, then you can block me for implying it. Otherwise, the truth will come out about why you really blocked me. It might be better if the editors of Wikipedia heard it from you. Out of respect, I'll give you a short period of time to come clean.",0,0,0,0,0,0
"Sanskrit  

The Sanskrit name is शक which should be transliterated as śaka or shaka, not simply saka.",0,0,0,0,0,0
See http://www.usyd.edu.au/about/profile/pub/facts.shtml,0,0,0,0,0,0
"agreed. everything is documented, including the following about david

Dave1185 private website

Flacid_micropenis2_highres.jpg",0,0,0,0,0,0
"""
But ofcourse nobody says a thing, why because nobody cares on wikipedia, its all about editing, but ur lucky if an edit lasts a week before its changed or deleted. """,0,0,0,0,0,0
"""

info regarding Buddhism
The chart indicates Buddhist population regionally but does not indicate independently relevant to specific country. So the chart should be removed from this article as soon as possible. Summon """,0,0,0,0,0,0
"""

 In the criticism and research section: '....various critics have classed the field as pseudoscience. This has largely been due to lack of replication of results by independent experimenters'

The references for this statement are as follows:
 Hyman, Ray (1995). """"Evaluation of the program on anomalous mental phenomena"""". The Journal of Parapsychology 59 (1). http://findarticles.com/p/articles/mi_m2320/is_n4_v59/ai_18445600. Retrieved 2007-07-30. 
 ^ Akers, C. (1986). Methodological Criticisms of Parapsychology, Advances in Parapsychological Research 4. PesquisaPSI. http://www.pesquisapsi.com/books/advances4/7_Methodological_Criticisms.html. Retrieved 2007-07-30. 
 ^ Child, I.L. (1987). Criticism in Experimental Parapsychology, Advances in Parapsychological Research 5. PesquisaPSI. http://www.pesquisapsi.com/books/advances5/6_Criticism_in_Experimental.html. Retrieved 2007-07-30. 
 ^ Wiseman, Richard; Smith, Matthew, et al. (1996). """"Exploring possible sender-to-experimenter acoustic leakage in the PRL autoganzfeld experiments - Psychophysical Research Laboratories"""". The Journal of Parapsychology. http://findarticles.com/p/articles/mi_m2320/is_n2_v60/ai_18960809. Retrieved 2007-07-30.

The way in which this information is given suggests that such researchers are independent. Just looking at the names of the studies, this can be seen as incorrect:

'Methodological Criticisms of Parapsychology'
'Criticism in Experimental Parapsychology'

I am less aware of the reliability of the others, but using Hyman and Wiseman immediately rings alarm bells. Cheers.   """,0,0,0,0,0,0
"""

 Improving this article 

Since I have not heard from the editor who placed the tag about ideas for improving this wiki so that the tag can be removed, I will make the changes to the best of my ability. I am going to focus on the """"investment philosophy"""" section.  """,0,0,0,0,0,0
Oops. RsAzevedo  msg,0,0,0,0,0,0
"German Article of the day

Dear Jimbo, German wikipedia is proud to present the article of the day: http://de.wikipedia.org/wiki/Wikipedia:Hauptseite . Really thrilling, really amazing, worth a glimpse: http://de.wikipedia.org/wiki/Fremdk%C3%B6rper_in_Anus_und_Rektum You might improve your German reading it, there's a lot to learn.

Yours sincerly",0,0,0,0,0,0
