Sample number,Initial number of cells,Number of cells surviving
8667,51,10
8668,29,4
8669,52,12
8670,63,13
8671,33,5
8672,67,10
8673,11,0
8674,98,23
8675,73,14
8676,59,9
8677,74,19
8678,12,0
8679,14,2
8680,10,1
8681,56,12
8682,54,12
8683,20,2
8684,15,3
8685,85,13
8686,67,19
8687,35,8
8688,11,1
8689,92,15
8690,24,7
8691,50,11
8692,49,12
8693,35,7
8694,72,18
8695,73,12
8696,70,11
8697,57,15
8698,99,21
8699,47,11
8700,93,15
8701,18,3
8702,70,19
8703,15,3
8704,67,15
8705,92,20
8706,85,12
8707,49,12
8708,15,3
8709,66,16
8710,16,2
8711,11,1
8712,100,23
8713,91,18
8714,71,14
8715,60,15
8716,60,11
8717,77,21
8718,67,15
8719,93,19
8720,64,13
8721,34,7
8722,48,13
8723,68,6
8724,56,8
8725,20,6
8726,18,0
8727,70,15
8728,92,18
8729,10,1
8730,91,20
8731,48,8
8732,72,8
8733,91,18
8734,80,12
8735,71,13
8736,17,5
8737,85,14
8738,31,8
8739,84,14
8740,78,14
8741,76,5
8742,79,17
8743,73,6
8744,81,14
8745,46,8
8746,12,1
8747,25,2
8748,84,17
8749,69,14
8750,72,14
8751,63,24
8752,97,23
8753,96,18
8754,92,22
8755,95,14
8756,70,16
8757,68,8
8758,43,7
8759,80,12
8760,80,17
8761,74,15
8762,75,15
8763,67,14
8764,40,7
8765,36,4
8766,41,7
8767,20,3
8768,61,9
8769,40,10
8770,84,17
8771,20,4
8772,32,6
8773,96,18
8774,66,19
8775,33,8
8776,10,4
8777,12,3
8778,69,11
8779,93,17
8780,30,6
8781,44,10
8782,95,20
8783,21,4
8784,98,19
8785,16,3
8786,27,2
8787,46,10
8788,24,6
8789,11,1
8790,19,4
8791,16,4
8792,95,19
8793,64,11
8794,21,6
8795,86,13
8796,44,11
8797,95,15
8798,37,9
8799,54,8
8800,81,21
8801,16,2
8802,49,9
8803,32,8
8804,20,5
8805,81,21
8806,15,3
8807,42,7
8808,45,4
8809,98,21
8810,34,9
8811,54,10
8812,47,7
8813,30,4
8814,60,10
8815,58,10
8816,33,8
8817,33,8
8818,79,14
8819,61,13
8820,88,18
8821,19,5
8822,22,4
8823,25,4
8824,20,9
8825,96,18
8826,11,2
8827,76,14
8828,88,19
8829,38,7
8830,38,12
8831,42,3
8832,100,21
8833,12,2
8834,54,5
8835,92,15
8836,45,7
8837,73,14
8838,92,17
8839,40,6
8840,77,16
8841,62,11
8842,46,5
8843,25,8
8844,100,23
8845,38,4
8846,15,6
8847,39,5
8848,12,2
8849,27,13
8850,98,19
8851,18,5
8852,24,4
8853,34,8
8854,27,7
8855,52,11
8856,73,17
8857,73,16
8858,90,13
8859,30,6
8860,54,17
8861,13,2
8862,30,7
8863,36,5
8864,55,10
8865,38,5
8866,89,15
8867,56,15
8868,21,3
8869,51,13
8870,33,8
8871,25,7
8872,33,5
8873,55,14
8874,43,12
8875,43,9
8876,76,15
8877,35,6
8878,31,12
8879,15,1
8880,25,9
8881,22,4
8882,87,16
8883,47,8
8884,71,15
8885,70,10
8886,40,5
8887,98,23
8888,71,14
8889,67,10
8890,76,16
8891,10,3
8892,63,15
8893,80,18
8894,97,18
8895,71,11
8896,47,7
8897,36,9
8898,54,13
8899,21,5
8900,66,10
8901,10,1
8902,57,17
8903,22,1
8904,65,15
8905,31,11
8906,41,7
8907,23,6
8908,43,7
8909,90,12
8910,56,13
8911,89,8
8912,66,17
8913,79,14
8914,63,11
8915,14,3
8916,12,1
8917,55,17
8918,70,10
8919,61,17
8920,74,7
8921,62,12
8922,14,1
8923,25,6
8924,29,9
8925,43,8
8926,37,10
8927,62,13
8928,100,19
8929,21,4
8930,58,17
8931,65,12
8932,17,5
8933,64,11
8934,43,6
8935,57,11
8936,27,6
8937,52,9
8938,51,7
8939,89,16
8940,36,6
8941,65,7
8942,45,7
8943,30,3
8944,19,4
8945,51,5
8946,42,8
8947,40,10
8948,85,10
8949,48,8
8950,19,8
8951,97,12
8952,26,9
8953,99,25
8954,30,5
8955,15,1
8956,17,1
8957,41,10
8958,76,11
8959,24,5
8960,67,13
8961,56,11
8962,75,13
8963,46,9
8964,33,4
8965,81,20
8966,77,13
8967,47,6
8968,99,22
8969,17,3
8970,77,21
8971,43,8
8972,64,17
8973,89,19
8974,54,8
8975,94,16
8976,88,16
8977,55,15
8978,41,8
8979,16,3
8980,66,14
8981,74,16
8982,22,2
8983,14,1
8984,56,12
8985,17,5
8986,23,4
8987,66,9
8988,28,4
8989,39,6
8990,90,18
8991,79,14
8992,69,16
8993,10,2
8994,58,4
8995,31,6
8996,69,9
8997,69,16
8998,73,10
8999,44,8
9000,46,8
9001,89,19
9002,47,9
9003,27,9
9004,33,9
9005,29,5
9006,60,12
9007,62,7
9008,21,2
9009,77,16
9010,15,5
9011,33,8
9012,19,7
9013,87,23
9014,92,27
9015,41,8
9016,19,7
9017,34,3
9018,86,16
9019,30,8
9020,68,11
9021,61,8
9022,29,10
9023,49,7
9024,14,2
9025,85,17
9026,28,6
9027,73,18
9028,47,10
9029,52,10
9030,34,7
9031,35,6
9032,29,5
9033,28,7
9034,32,4
9035,65,12
9036,20,3
9037,45,6
9038,89,17
9039,78,19
9040,51,10
9041,76,20
9042,94,15
9043,49,5
9044,23,4
9045,70,13
9046,90,18
9047,71,15
9048,83,16
9049,80,14
9050,25,3
9051,74,15
9052,89,23
9053,70,20
9054,35,5
9055,45,7
9056,53,10
9057,85,13
9058,53,12
9059,44,8
9060,58,9
9061,43,14
9062,97,12
9063,36,9
9064,97,17
9065,27,3
9066,40,6
9067,26,6
9068,27,7
9069,36,6
9070,75,19
9071,19,4
9072,95,12
9073,58,6
9074,35,8
9075,76,13
9076,80,18
9077,37,8
9078,52,9
9079,96,15
9080,88,14
9081,90,12
9082,49,8
9083,33,8
9084,89,18
9085,58,12
9086,13,5
9087,59,10
9088,33,10
9089,95,23
9090,67,13
9091,93,16
9092,93,24
9093,77,15
9094,33,8
9095,33,8
9096,37,7
9097,72,12
9098,29,8
9099,63,12
9100,78,13
9101,58,15
9102,29,7
9103,53,10
9104,54,10
9105,95,14
9106,14,2
9107,40,6
9108,36,8
9109,49,8
9110,61,8
9111,11,1
9112,36,10
9113,92,13
9114,23,4
9115,38,6
9116,43,5
9117,66,12
9118,11,4
9119,66,15
9120,46,12
9121,72,12
9122,67,13
9123,54,4
9124,35,5
9125,75,16
9126,99,24
9127,23,5
9128,91,21
9129,15,2
9130,46,11
9131,22,7
9132,64,10
9133,81,15
9134,68,11
9135,54,10
9136,41,10
9137,44,7
9138,38,8
9139,75,13
9140,64,12
9141,92,15
9142,52,8
9143,73,13
9144,13,1
9145,53,8
9146,49,10
9147,78,15
9148,88,16
9149,37,12
9150,18,5
9151,67,20
9152,24,8
9153,42,8
9154,57,12
9155,14,4
9156,61,16
9157,75,13
9158,44,14
9159,44,9
9160,19,3
9161,75,14
9162,79,15
9163,68,12
9164,74,13
9165,23,4
9166,53,9
9167,87,16
9168,72,15
9169,28,2
9170,27,3
9171,78,11
9172,17,3
9173,22,3
9174,32,8
9175,77,20
9176,19,4
9177,64,11
9178,96,19
9179,74,12
9180,23,5
9181,34,4
9182,53,18
9183,58,9
9184,94,17
9185,67,11
9186,40,4
9187,37,2
9188,52,8
9189,39,8
9190,33,7
9191,80,21
9192,70,19
9193,25,8
9194,29,3
9195,62,16
9196,61,11
9197,27,5
9198,65,11
9199,31,6
9200,49,10
9201,19,2
9202,77,13
9203,79,23
9204,70,17
9205,18,2
9206,61,14
9207,20,2
9208,25,4
9209,44,11
9210,91,17
9211,73,17
9212,64,11
9213,50,9
9214,91,25
9215,93,17
9216,89,15
9217,64,19
9218,18,3
9219,61,12
9220,45,10
9221,81,16
9222,78,23
9223,67,8
9224,57,11
9225,90,16
9226,91,20
9227,32,9
9228,26,9
9229,92,19
9230,97,31
9231,77,15
9232,25,4
9233,92,20
9234,77,13
9235,20,7
9236,57,13
9237,78,18
9238,83,30
9239,55,13
9240,88,13
9241,49,8
9242,85,20
9243,80,13
9244,87,18
9245,49,16
9246,58,10
9247,34,7
9248,21,2
9249,21,2
9250,29,9
9251,66,13
9252,11,2
9253,19,5
9254,96,16
9255,86,11
9256,23,3
9257,70,12
9258,65,17
9259,11,2
9260,22,5
9261,46,11
9262,42,4
9263,41,7
9264,26,6
9265,62,14
9266,85,14
9267,60,12
9268,72,16
9269,24,2
9270,14,1
9271,24,6
9272,76,18
9273,92,15
9274,58,10
9275,93,27
9276,36,8
9277,27,4
9278,49,11
9279,44,11
9280,39,9
9281,41,6
9282,69,20
9283,45,9
9284,42,3
9285,61,11
9286,52,12
9287,12,2
9288,62,15
9289,40,6
9290,21,2
9291,95,21
9292,81,19
9293,32,10
9294,79,18
9295,54,9
9296,56,13
9297,82,15
9298,30,11
9299,38,4
9300,71,19
9301,12,1
9302,70,21
9303,64,14
9304,93,15
9305,64,9
9306,60,12
9307,14,1
9308,86,15
9309,14,2
9310,58,11
9311,42,11
9312,11,3
9313,63,11
9314,91,15
9315,41,5
9316,18,3
9317,97,26
9318,59,12
9319,36,8
9320,11,3
9321,19,1
9322,14,4
9323,12,3
9324,85,22
9325,14,6
9326,73,12
9327,80,19
9328,88,19
9329,97,18
9330,41,4
9331,96,14
9332,13,1
9333,27,2
9334,95,25
9335,96,18
9336,36,8
9337,34,7
9338,26,6
9339,15,6
9340,18,7
9341,73,16
9342,45,12
9343,73,14
9344,18,3
9345,33,5
9346,78,17
9347,63,12
9348,82,17
9349,36,4
9350,27,11
9351,12,2
9352,41,7
9353,81,16
9354,72,8
9355,78,21
9356,76,16
9357,75,13
9358,40,8
9359,35,8
9360,89,20
9361,79,13
9362,13,1
9363,44,8
9364,98,22
9365,32,2
9366,89,18
9367,58,13
9368,40,7
9369,77,15
9370,83,24
9371,39,14
9372,51,11
9373,94,18
9374,96,17
9375,16,2
9376,38,8
9377,79,16
9378,79,19
9379,19,3
9380,83,15
9381,78,18
9382,87,15
9383,95,18
9384,85,17
9385,20,4
9386,41,11
9387,59,11
9388,23,7
9389,40,9
9390,80,23
9391,18,2
9392,22,10
9393,13,4
9394,68,15
9395,16,0
9396,17,5
9397,97,23
9398,25,3
9399,89,19
9400,40,8
9401,14,3
9402,79,11
9403,75,14
9404,21,5
9405,83,17
9406,73,12
9407,15,6
9408,77,10
9409,73,15
9410,66,18
9411,63,15
9412,18,8
9413,85,8
9414,88,17
9415,37,10
9416,44,6
9417,26,7
9418,49,12
9419,73,16
9420,32,3
9421,65,10
9422,17,4
9423,46,12
9424,76,14
9425,16,2
9426,26,7
9427,24,5
9428,35,5
9429,72,12
9430,56,14
9431,42,11
9432,69,19
9433,24,8
9434,28,3
9435,92,19
9436,25,4
9437,51,12
9438,10,0
9439,80,17
9440,46,4
9441,65,9
9442,77,18
9443,68,12
9444,65,8
9445,78,11
9446,42,12
9447,13,2
9448,23,4
9449,39,10
9450,55,11
9451,77,20
9452,43,10
9453,37,6
9454,95,20
9455,89,22
9456,63,12
9457,93,14
9458,44,7
9459,97,16
9460,29,2
9461,32,6
9462,99,17
9463,73,10
9464,25,6
9465,69,10
9466,95,17
9467,67,6
9468,25,6
9469,66,10
9470,83,17
9471,47,10
9472,49,7
9473,14,2
9474,36,3
9475,32,5
9476,14,6
9477,49,7
9478,63,19
9479,28,8
9480,83,15
9481,98,22
9482,82,15
9483,92,22
9484,94,13
9485,51,5
9486,80,12
9487,12,3
9488,28,7
9489,95,18
9490,49,6
9491,64,11
9492,52,9
9493,53,11
9494,58,12
9495,28,7
9496,67,15
9497,10,0
9498,99,21
9499,34,8
9500,15,2
9501,26,8
9502,15,3
9503,81,7
9504,47,8
9505,85,21
9506,22,6
9507,59,16
9508,16,0
9509,29,5
9510,58,12
9511,24,7
9512,14,3
9513,90,23
9514,47,5
9515,75,17
9516,93,21
9517,44,6
9518,26,5
9519,53,12
9520,84,12
9521,43,9
9522,34,5
9523,91,15
9524,84,14
9525,79,13
9526,38,11
9527,11,2
9528,69,14
9529,14,3
9530,78,24
9531,87,13
9532,70,13
9533,18,4
9534,83,11
9535,95,25
9536,41,9
9537,26,8
9538,78,9
9539,26,7
9540,82,25
9541,14,4
9542,41,12
9543,27,5
9544,70,14
9545,78,17
9546,55,10
9547,60,13
9548,30,4
9549,77,12
9550,52,11
9551,85,13
9552,65,14
9553,71,21
9554,48,9
9555,70,14
9556,47,13
9557,49,9
9558,42,5
9559,89,25
9560,31,6
9561,93,16
9562,58,8
9563,16,5
9564,17,3
9565,87,22
9566,15,5
9567,92,25
9568,25,10
9569,92,20
9570,76,12
9571,96,15
9572,45,7
9573,39,3
9574,45,7
9575,41,10
9576,92,14
9577,71,14
9578,68,18
9579,37,5
9580,93,20
9581,90,20
9582,34,8
9583,10,3
9584,66,12
9585,32,5
9586,74,15
9587,80,8
9588,93,16
9589,20,3
9590,41,12
9591,75,14
9592,19,1
9593,11,1
9594,53,6
9595,61,9
9596,90,15
9597,26,4
9598,13,2
9599,79,18
9600,34,7
9601,23,8
9602,84,10
9603,61,13
9604,54,15
9605,81,15
9606,72,13
9607,43,5
9608,67,19
9609,57,9
9610,39,8
9611,84,21
9612,61,10
9613,37,9
9614,36,11
9615,89,22
9616,31,8
9617,65,16
9618,57,11
9619,84,16
9620,44,10
9621,46,6
9622,100,17
9623,41,13
9624,45,12
9625,14,2
9626,58,12
9627,25,7
9628,54,10
9629,64,9
9630,32,6
9631,39,7
9632,88,10
9633,50,7
9634,54,11
9635,87,21
9636,54,11
9637,73,9
9638,29,6
9639,79,12
9640,32,11
9641,80,11
9642,78,18
9643,43,11
9644,26,6
9645,16,4
9646,92,22
9647,20,6
9648,56,17
9649,18,2
9650,98,23
9651,81,22
9652,34,6
9653,29,8
9654,73,17
9655,86,19
9656,72,16
9657,87,12
9658,74,13
9659,29,6
9660,85,12
9661,50,12
9662,18,5
9663,68,16
9664,43,9
9665,53,8
9666,65,11
9667,56,12
9668,14,2
9669,89,20
9670,87,20
9671,90,18
9672,21,3
9673,10,2
9674,42,5
9675,67,11
9676,55,12
9677,99,19
9678,78,17
9679,65,13
9680,91,23
9681,19,3
9682,40,8
9683,17,5
9684,85,16
9685,78,9
9686,71,12
9687,64,14
9688,69,9
9689,77,17
9690,11,2
9691,98,26
9692,70,11
9693,86,20
9694,60,13
9695,30,7
9696,31,8
9697,14,4
9698,63,9
9699,65,8
9700,59,20
9701,32,9
9702,83,17
9703,57,7
9704,71,13
9705,91,20
9706,60,12
9707,79,20
9708,90,21
9709,56,13
9710,48,8
9711,83,16
9712,97,23
9713,31,8
9714,48,11
9715,13,3
9716,64,14
9717,54,13
9718,100,20
9719,52,7
9720,40,8
9721,40,9
9722,52,8
9723,75,15
9724,50,9
9725,16,1
9726,93,9
9727,20,1
9728,39,5
9729,58,9
9730,81,19
9731,49,10
9732,77,18
9733,32,10
9734,44,9
9735,32,5
9736,62,12
9737,38,13
9738,10,2
9739,25,8
9740,58,19
9741,48,11
9742,57,15
9743,47,10
9744,99,26
9745,51,7
9746,53,5
9747,67,16
9748,58,14
9749,73,14
9750,20,3
9751,51,6
9752,79,17
9753,40,7
9754,36,3
9755,22,7
9756,47,13
9757,18,5
9758,25,3
9759,36,4
9760,85,22
9761,39,5
9762,79,16
9763,90,16
9764,75,13
9765,23,6
9766,25,5
9767,26,7
9768,98,19
9769,54,14
9770,52,18
9771,79,11
9772,21,5
9773,76,17
9774,67,13
9775,78,12
9776,78,15
9777,41,7
9778,15,3
9779,45,10
9780,59,10
9781,20,4
9782,33,4
9783,34,5
9784,56,12
9785,32,5
9786,58,16
9787,64,10
9788,60,12
9789,93,24
9790,90,15
9791,35,6
9792,15,3
9793,22,4
9794,15,5
9795,24,6
9796,55,7
9797,97,19
9798,27,5
9799,75,20
9800,58,12
9801,44,10
9802,53,7
9803,79,14
9804,27,5
9805,47,11
9806,88,15
9807,56,12
9808,100,21
9809,22,5
9810,92,23
9811,94,21
9812,86,15
9813,37,8
9814,26,6
9815,51,12
9816,60,9
9817,44,7
9818,11,2
9819,56,14
9820,45,5
9821,78,12
9822,82,18
9823,58,11
9824,95,18
9825,64,11
9826,84,22
9827,35,7
9828,58,11
9829,74,14
9830,75,11
9831,87,16
9832,63,15
9833,18,7
9834,76,15
9835,99,20
9836,50,10
9837,62,12
9838,72,16
9839,15,2
9840,14,2
9841,61,20
9842,76,20
9843,19,5
9844,42,12
9845,19,0
9846,93,28
9847,14,1
9848,53,13
9849,14,3
9850,27,1
9851,92,24
9852,99,21
9853,96,14
9854,18,4
9855,76,19
9856,85,23
9857,44,10
9858,28,5
9859,57,14
9860,18,5
9861,89,16
9862,75,11
9863,59,13
9864,60,12
9865,35,6
9866,24,2
9867,27,11
9868,88,21
9869,29,5
9870,76,14
9871,64,10
9872,54,15
9873,15,3
9874,73,19
9875,60,9
9876,58,14
9877,87,20
9878,14,4
9879,92,13
9880,40,8
9881,68,13
9882,37,9
9883,43,10
9884,77,25
9885,73,19
9886,58,12
9887,75,17
9888,18,2
9889,85,14
9890,58,15
9891,72,19
9892,17,5
9893,85,13
9894,16,3
9895,81,20
9896,76,18
9897,91,22
9898,61,15
9899,28,6
9900,43,6
9901,81,19
9902,45,12
9903,41,8
9904,97,17
9905,23,5
9906,58,12
9907,37,16
9908,58,14
9909,98,17
9910,46,7
9911,95,17
9912,15,4
9913,35,4
9914,71,14
9915,21,2
9916,43,8
9917,83,19
9918,62,9
9919,29,8
9920,17,4
9921,28,5
9922,41,4
9923,95,15
9924,35,5
9925,55,15
9926,39,8
9927,71,12
9928,50,8
9929,27,7
9930,49,13
9931,19,2
9932,69,17
9933,80,12
9934,12,2
9935,24,5
9936,56,12
9937,22,5
9938,54,16
9939,21,7
9940,60,7
9941,12,5
9942,61,9
9943,57,16
9944,98,29
9945,76,10
9946,33,9
9947,45,9
9948,69,14
9949,14,2
9950,12,5
9951,43,9
9952,85,14
9953,61,14
9954,55,15
9955,18,7
9956,39,6
9957,45,4
9958,77,14
9959,51,13
9960,85,16
9961,97,25
9962,32,4
9963,75,17
9964,32,3
9965,55,9
9966,36,9
9967,58,7
9968,71,12
9969,30,6
9970,57,9
9971,21,2
9972,21,4
9973,71,11
9974,87,20
9975,91,19
9976,100,20
9977,49,7
9978,58,7
9979,23,4
9980,52,9
9981,60,13
9982,53,12
9983,66,13
9984,79,19
9985,20,6
9986,92,18
9987,30,7
9988,16,6
9989,15,3
9990,53,10
9991,36,5
9992,97,19
9993,23,2
9994,55,12
9995,82,19
9996,74,14
9997,58,9
9998,80,16
9999,61,7
10000,32,12
10001,14,2
10002,92,15
10003,83,20
10004,17,5
10005,78,14
10006,24,5
10007,85,16
10008,97,27
10009,89,14
10010,65,8
10011,89,15
10012,61,9
10013,84,19
10014,75,10
10015,10,2
10016,54,4
10017,91,19
10018,25,7
10019,14,6
10020,36,10
10021,69,15
10022,30,5
10023,61,9
10024,34,4
10025,59,14
10026,46,13
10027,71,13
10028,83,14
10029,95,11
10030,21,2
10031,18,4
10032,27,5
10033,50,7
10034,64,15
10035,33,4
10036,15,1
10037,31,7
10038,22,5
10039,51,12
10040,75,9
10041,99,14
10042,86,18
10043,100,20
10044,18,8
10045,32,5
10046,24,0
10047,10,1
10048,43,8
10049,91,21
10050,32,2
10051,22,2
10052,27,8
10053,98,18
10054,26,5
10055,63,11
10056,57,14
10057,75,11
10058,62,7
10059,77,23
10060,78,16
10061,48,11
10062,39,9
10063,44,10
10064,79,11
10065,53,10
10066,78,15
10067,39,11
10068,94,23
10069,49,11
10070,42,10
10071,21,2
10072,23,5
10073,42,9
10074,26,8
10075,81,16
10076,94,7
10077,80,11
10078,32,4
10079,81,20
10080,90,20
10081,70,20
10082,97,16
10083,10,0
10084,94,17
10085,11,1
10086,74,18
10087,38,6
10088,34,4
10089,24,6
10090,94,14
10091,36,7
10092,72,15
10093,74,13
10094,30,8
10095,15,2
10096,41,6
10097,55,9
10098,86,17
10099,79,5
10100,31,9
10101,94,22
10102,98,12
10103,18,2
10104,41,6
10105,46,8
10106,93,24
10107,93,10
10108,72,13
10109,97,22
10110,79,9
10111,17,2
10112,64,14
10113,15,4
10114,60,7
10115,38,4
10116,45,12
10117,73,13
10118,71,13
10119,24,5
10120,57,10
10121,71,18
10122,48,10
10123,19,2
10124,82,12
10125,76,19
10126,90,15
10127,93,19
10128,77,18
10129,95,23
10130,43,3
10131,70,15
10132,15,3
10133,93,19
10134,31,8
10135,64,10
10136,80,15
10137,11,1
10138,90,16
10139,76,15
10140,69,17
10141,47,8
10142,99,16
10143,71,10
10144,57,8
10145,94,26
10146,46,10
10147,44,7
10148,42,6
10149,27,4
10150,98,16
10151,93,22
10152,85,14
10153,14,2
10154,99,14
10155,67,18
10156,35,5
10157,45,8
10158,93,23
10159,69,15
10160,30,4
10161,66,7
10162,16,5
10163,60,19
10164,95,18
10165,18,1
10166,74,18
10167,15,7
10168,100,22
10169,91,20
10170,58,6
10171,11,3
10172,85,20
10173,84,13
10174,83,15
10175,23,6
10176,62,7
10177,71,14
10178,24,1
10179,90,25
10180,24,4
10181,74,16
10182,52,13
10183,74,15
10184,58,11
10185,27,9
10186,56,8
10187,52,8
10188,31,8
10189,42,12
10190,12,1
10191,34,6
10192,38,10
10193,35,5
10194,54,7
10195,47,13
10196,11,2
10197,61,13
10198,48,9
10199,12,2
10200,55,13
10201,58,6
10202,47,11
10203,59,18
10204,94,21
10205,49,16
10206,96,18
10207,90,25
10208,70,9
10209,36,9
10210,80,12
10211,43,8
10212,17,4
10213,51,10
10214,41,5
10215,75,16
10216,67,14
10217,41,7
10218,81,11
10219,50,12
10220,20,2
10221,73,12
10222,87,14
10223,50,12
10224,72,15
10225,79,13
10226,36,7
10227,48,12
10228,36,8
10229,67,18
10230,94,22
10231,47,14
10232,66,16
10233,43,7
10234,65,8
10235,82,14
10236,48,11
10237,36,7
10238,21,5
10239,97,18
10240,37,8
10241,26,5
10242,66,15
10243,48,14
10244,21,6
10245,70,14
10246,10,3
10247,23,3
10248,41,8
10249,48,10
10250,11,1
10251,27,6
10252,87,15
10253,60,6
10254,35,7
10255,46,11
10256,90,20
10257,75,17
10258,58,11
10259,39,6
10260,100,21
10261,90,10
10262,31,5
10263,61,11
10264,21,4
10265,26,6
10266,38,7
10267,79,11
10268,25,2
10269,39,11
10270,68,15
10271,99,21
10272,92,14
10273,49,9
10274,25,2
10275,26,5
10276,97,19
10277,15,3
10278,35,9
10279,51,10
10280,57,10
10281,36,7
10282,36,7
10283,49,5
10284,63,10
10285,77,15
10286,69,13
10287,81,20
10288,46,8
10289,57,9
10290,33,6
10291,59,17
10292,86,18
10293,44,7
10294,93,22
10295,72,13
10296,26,3
10297,27,4
10298,14,2
10299,76,17
10300,62,15
10301,85,18
10302,90,24
10303,36,4
10304,99,20
10305,96,21
10306,92,16
10307,93,20
10308,64,16
10309,40,8
10310,92,24
10311,67,7
10312,22,2
10313,25,6
10314,31,7
10315,65,12
10316,61,12
10317,35,4
10318,49,6
10319,57,13
10320,84,14
10321,12,3
10322,15,1
10323,38,6
10324,73,11
10325,15,4
10326,65,14
10327,63,7
10328,82,14
10329,49,9
10330,12,1
10331,94,17
10332,30,8
10333,83,14
10334,71,12
10335,52,11
10336,95,14
10337,97,14
10338,18,0
10339,71,10
10340,48,6
10341,85,12
10342,40,8
10343,100,22
10344,62,11
10345,99,21
10346,55,10
10347,95,16
10348,19,9
10349,52,8
10350,75,16
10351,20,3
10352,14,0
10353,34,4
10354,91,13
10355,21,0
10356,70,17
10357,12,3
10358,92,19
10359,57,8
10360,70,17
10361,34,6
10362,100,16
10363,34,8
10364,27,3
10365,61,17
10366,99,18
10367,41,7
10368,36,6
10369,94,20
10370,78,13
10371,74,15
10372,71,12
10373,87,16
10374,34,7
10375,12,1
10376,55,14
10377,96,24
10378,11,3
10379,94,13
10380,14,3
10381,26,7
10382,40,9
10383,46,10
10384,85,17
10385,10,1
10386,67,13
10387,32,9
10388,91,19
10389,50,8
10390,30,5
10391,34,7
10392,35,3
10393,80,12
10394,77,10
10395,53,8
10396,90,14
10397,92,17
10398,78,8
10399,53,7
10400,31,7
10401,26,3
10402,98,25
10403,22,7
10404,63,9
10405,34,9
10406,98,17
10407,14,3
10408,93,21
10409,97,20
10410,36,8
10411,45,4
10412,50,6
10413,68,10
10414,78,13
10415,33,10
10416,99,23
10417,33,5
10418,65,17
10419,27,6
10420,40,9
10421,51,8
10422,59,9
10423,16,5
10424,99,14
10425,15,2
10426,83,17
10427,66,17
10428,62,12
10429,78,20
10430,37,9
10431,100,20
10432,47,17
10433,94,18
10434,86,13
10435,76,12
10436,44,10
10437,27,11
10438,54,8
10439,27,6
10440,85,18
10441,62,19
10442,77,17
10443,13,4
10444,66,13
10445,34,9
10446,15,1
10447,30,10
10448,26,7
10449,85,20
10450,42,5
10451,54,9
10452,33,10
10453,73,14
10454,72,14
10455,54,14
10456,49,14
10457,22,2
10458,10,1
10459,76,13
10460,63,9
10461,72,15
10462,81,12
10463,77,16
10464,34,9
10465,37,6
10466,96,15
10467,29,5
10468,50,12
10469,42,5
10470,22,6
10471,50,9
10472,80,16
10473,75,13
10474,67,10
10475,95,17
10476,71,8
10477,35,5
10478,85,22
10479,44,8
10480,15,1
10481,60,11
10482,18,4
10483,16,1
10484,27,4
10485,79,18
10486,40,10
10487,41,5
10488,18,2
10489,63,14
10490,55,9
10491,89,20
10492,88,11
10493,93,16
10494,88,18
10495,68,17
10496,93,18
10497,45,8
10498,49,13
10499,15,1
10500,83,13
10501,25,6
10502,33,7
10503,20,7
10504,42,8
10505,34,6
10506,12,3
10507,30,2
10508,50,5
10509,72,10
10510,21,4
10511,75,11
10512,78,13
10513,74,14
10514,57,10
10515,65,16
10516,14,5
10517,39,10
10518,57,10
10519,99,13
10520,23,3
10521,21,6
10522,25,5
10523,39,8
10524,99,23
10525,48,11
10526,100,12
10527,44,7
10528,79,23
10529,49,6
10530,98,12
10531,46,12
10532,49,8
10533,86,24
10534,26,5
10535,64,17
10536,82,23
10537,56,10
10538,79,10
10539,89,21
10540,83,9
10541,44,10
10542,90,11
10543,82,25
10544,100,19
10545,100,25
10546,18,3
10547,41,8
10548,70,18
10549,82,12
10550,12,0
10551,44,8
10552,96,19
10553,100,15
10554,41,9
10555,43,12
10556,28,5
10557,10,2
10558,19,4
10559,23,5
10560,21,1
10561,61,14
10562,92,21
10563,86,20
10564,23,4
10565,48,7
10566,70,22
10567,83,15
10568,51,5
10569,67,18
10570,85,16
10571,69,15
10572,19,5
10573,18,2
10574,91,22
10575,22,6
10576,55,16
10577,64,15
10578,28,8
10579,40,8
10580,55,11
10581,94,20
10582,68,15
10583,11,0
10584,64,10
10585,100,24
10586,24,5
10587,19,2
10588,52,14
10589,25,5
10590,58,10
10591,96,17
10592,40,11
10593,48,10
10594,77,15
10595,88,14
10596,89,11
10597,83,11
10598,14,4
10599,64,13
10600,41,9
10601,54,5
10602,47,5
10603,83,15
10604,15,4
10605,67,17
10606,26,3
10607,76,5
10608,63,13
10609,11,0
10610,63,11
10611,59,11
10612,32,5
10613,23,7
10614,78,19
10615,65,13
10616,69,11
10617,28,2
10618,87,11
10619,11,0
10620,76,15
10621,66,9
10622,70,10
10623,11,2
10624,49,11
10625,24,5
10626,94,14
10627,63,12
10628,86,12
10629,72,15
10630,36,6
10631,92,15
10632,83,24
10633,41,10
10634,89,23
10635,43,5
10636,26,10
10637,93,22
10638,27,6
10639,52,8
10640,23,6
10641,24,5
10642,43,9
10643,90,15
10644,100,26
10645,34,10
10646,87,16
10647,93,21
10648,28,9
10649,82,21
10650,48,10
10651,34,7
10652,58,12
10653,96,23
10654,31,6
10655,28,4
10656,54,8
10657,33,11
10658,87,23
10659,44,13
10660,14,6
10661,97,12
10662,83,15
