Wyksztalcenie,Dochod,LDniOdOstWizyty,WydatkiWino,WydatkiOwoce,WydatkiMieso,WydatkiRyby,WydatkiSlodycze,IloscZakupowInternet,IloscZakupowKatalog,IloscZakupowWSklepie,LOdwiedzinStrony,OdKiedyKlient,Wiek,Spent,MieszkaZ,LDzieci,LOsobGospDom,CzyRodzic
Postgraduate,52750.0,72,393,0,239,90,69,5,7,9,4,12.041067761806982,70,860,Partner,1,3,1
Postgraduate,91820.0,72,410,73,747,76,161,5,5,12,1,11.241615331964407,39,1497,Partner,0,2,0
Postgraduate,65968.0,12,376,9,83,19,4,5,4,7,3,10.77618069815195,55,495,Partner,1,3,1
Graduate,30772.0,89,7,2,4,2,1,1,0,2,6,10.94318959616701,49,20,Partner,2,4,1
Graduate,22507.0,67,68,0,226,51,157,10,2,4,9,12.238193018480493,71,570,Alone,0,1,0
Graduate,65685.0,54,642,14,49,0,7,9,2,9,5,10.896646132785763,53,769,Partner,1,3,1
Undergraduate,25804.0,34,8,7,9,13,6,2,0,3,8,11.468856947296372,47,55,Partner,1,3,1
Postgraduate,76412.0,15,840,53,804,23,71,5,4,8,3,11.794661190965092,45,1808,Alone,0,1,0
Graduate,22063.0,43,7,10,13,3,11,2,0,3,7,11.534565366187543,53,55,Partner,1,3,1
Graduate,57091.0,0,464,5,64,7,0,7,3,7,5,10.683093771389458,64,577,Alone,0,1,0
Graduate,22419.0,74,30,3,47,19,21,3,2,2,8,11.841204654346338,62,162,Partner,0,2,0
Graduate,87771.0,61,1492,38,287,50,57,5,10,4,6,11.748117727583846,66,1957,Partner,1,3,1
Undergraduate,78353.0,51,752,122,476,39,153,10,2,11,8,11.846680355920602,66,1576,Alone,1,2,1
Graduate,93404.0,97,1279,15,287,20,0,3,4,7,5,11.789185489390828,71,1616,Partner,3,5,1
Graduate,37859.0,75,22,1,8,2,1,1,0,3,8,12.10403832991102,63,36,Alone,3,4,1
Postgraduate,80995.0,83,860,28,409,73,56,8,9,4,4,11.7782340862423,67,1482,Alone,1,2,1
Graduate,16529.0,23,3,0,5,13,0,1,0,3,6,10.97330595482546,41,22,Partner,1,3,1
Postgraduate,55412.0,65,10,5,28,11,1,2,0,3,5,11.24435318275154,49,63,Alone,2,3,1
Graduate,48789.0,94,351,16,156,7,5,6,4,7,6,12.4435318275154,33,680,Alone,0,1,0
Postgraduate,56575.0,42,421,5,90,0,16,7,3,7,5,11.794661190965092,58,542,Partner,2,4,1
Undergraduate,25130.0,10,2,5,7,0,18,2,0,3,7,11.383983572895277,45,50,Partner,1,3,1
Graduate,35441.0,94,25,1,9,2,1,1,0,3,8,12.01368925393566,58,39,Partner,2,4,1
Graduate,71391.0,50,336,123,274,46,123,6,5,12,3,11.89596167008898,69,1043,Partner,1,3,1
Postgraduate,49494.0,46,191,9,97,0,6,6,1,5,7,11.822039698836411,53,385,Alone,1,2,1
Graduate,81702.0,98,563,50,774,28,31,7,7,12,3,12.407939767282684,45,1633,Alone,0,1,0
Undergraduate,45889.0,42,31,0,6,0,1,1,0,3,6,11.63586584531143,45,46,Alone,1,2,1
Graduate,56628.0,30,479,5,82,7,17,7,6,5,5,10.91854893908282,48,761,Alone,1,2,1
Graduate,34026.0,11,18,6,15,12,8,2,1,3,5,11.542778918548938,75,76,Partner,2,4,1
Graduate,40049.0,61,91,65,52,10,44,3,2,6,5,12.224503764544831,51,290,Partner,1,3,1
Graduate,34176.0,12,5,7,24,19,14,3,0,4,6,10.77618069815195,37,89,Alone,1,2,1
Graduate,19419.0,76,2,14,28,16,3,4,0,3,9,12.276522929500342,44,70,Partner,1,3,1
Undergraduate,82504.0,2,362,50,431,134,35,3,6,7,1,11.567419575633128,65,1066,Partner,0,2,0
Graduate,81205.0,43,724,74,929,97,55,5,6,7,2,11.101984941820673,55,2009,Partner,0,2,0
Undergraduate,61618.0,27,605,91,399,0,45,3,6,8,3,12.39151266255989,34,1345,Alone,0,1,0
Postgraduate,55284.0,60,547,7,140,0,7,7,5,8,5,12.15605749486653,69,764,Alone,1,2,1
Graduate,49980.0,79,104,1,54,13,9,3,1,5,5,11.326488706365502,62,195,Alone,1,2,1
Graduate,15072.0,96,8,2,15,0,10,3,1,3,5,11.780971937029433,45,53,Partner,2,4,1
Graduate,49166.0,17,224,2,25,7,0,5,3,3,6,11.68788501026694,51,368,Alone,1,2,1
Postgraduate,65324.0,0,384,0,102,21,32,6,2,9,4,11.107460643394935,71,544,Partner,1,3,1
Undergraduate,82347.0,38,556,54,845,202,133,7,7,10,3,12.28747433264887,68,1853,Partner,0,2,0
Postgraduate,30843.0,43,24,0,2,0,0,1,1,2,5,10.737850787132102,59,35,Partner,2,4,1
Postgraduate,46374.0,1,408,0,21,0,0,7,1,7,8,10.929500342231348,51,446,Partner,1,3,1
Graduate,60474.0,25,265,199,303,234,9,10,2,12,7,11.887748117727584,46,1180,Alone,1,2,1
Postgraduate,38576.0,2,34,0,7,0,0,1,0,3,7,10.965092402464066,52,41,Partner,1,3,1
Graduate,55357.0,66,374,64,116,84,25,6,2,11,5,12.0,40,727,Partner,2,4,1
Graduate,37758.0,49,27,2,10,0,0,1,0,3,8,12.37782340862423,59,40,Partner,2,4,1
Undergraduate,85710.0,5,600,20,350,29,30,6,9,10,2,11.794661190965092,36,1062,Partner,0,2,0
Graduate,23228.0,71,13,2,18,6,1,2,0,3,8,11.066392881587952,56,40,Partner,1,3,1
Postgraduate,44602.0,35,167,2,89,0,0,6,1,4,8,11.011635865845312,56,292,Partner,2,4,1
Graduate,7500.0,94,0,2,3,4,1,0,0,3,6,12.112251882272416,38,15,Partner,0,2,0
Undergraduate,38683.0,80,46,35,69,84,41,4,1,6,7,12.37782340862423,36,341,Partner,1,3,1
Undergraduate,49514.0,61,88,39,78,58,13,6,1,4,7,11.175906913073238,50,369,Alone,1,2,1
Postgraduate,57906.0,29,243,11,119,10,3,4,2,8,4,11.693360711841205,52,401,Partner,1,3,1
Postgraduate,43456.0,0,275,11,68,25,7,5,1,8,5,11.904175222450377,59,393,Alone,1,2,1
Postgraduate,19485.0,80,6,0,4,0,0,1,0,2,7,11.405886379192332,39,10,Alone,2,3,1
Graduate,53172.0,54,121,62,90,68,20,2,3,8,3,11.79192334017796,47,486,Partner,1,3,1
Graduate,30545.0,71,4,12,15,19,7,2,0,3,7,12.342231348391511,46,69,Partner,1,3,1
Postgraduate,70123.0,27,1308,0,396,23,0,5,7,4,3,11.394934976043803,42,1727,Partner,0,2,0
Graduate,62450.0,61,515,47,267,62,66,5,5,4,3,11.121149897330596,66,995,Alone,1,2,1
Graduate,21675.0,55,4,0,16,17,4,4,0,3,7,10.694045174537989,49,45,Partner,1,3,1
Undergraduate,42395.0,35,48,13,57,24,15,3,1,4,7,10.880219028062973,44,182,Alone,2,3,1
Postgraduate,61346.0,34,562,58,168,43,16,5,7,10,3,11.373032169746748,47,989,Partner,1,3,1
Graduate,80812.0,95,769,22,500,210,143,4,8,5,2,11.42505133470226,72,1677,Partner,0,2,0
Postgraduate,42835.0,64,379,4,93,12,9,6,6,4,6,11.641341546885696,54,595,Alone,2,3,1
Graduate,39922.0,30,29,12,59,19,1,3,0,4,8,12.01368925393566,42,156,Partner,1,3,1
Postgraduate,86424.0,12,387,68,569,89,45,6,9,12,1,10.877481177275838,69,1226,Alone,0,1,0
Undergraduate,17117.0,96,12,23,38,30,18,3,1,3,9,12.09034907597536,47,128,Partner,1,3,1
Graduate,24762.0,16,6,10,12,3,15,3,1,2,8,11.025325119780971,53,86,Alone,1,2,1
Graduate,35797.0,16,27,1,14,4,1,2,0,3,8,12.344969199178644,50,68,Partner,1,3,1
Graduate,36627.0,78,9,1,5,0,0,0,0,3,5,11.578370978781656,50,16,Alone,2,3,1
Undergraduate,51111.0,83,22,0,19,6,5,2,0,3,6,10.67214236824093,44,55,Partner,2,4,1
Postgraduate,86857.0,96,899,102,838,133,102,5,6,10,2,12.438056125941136,53,2114,Alone,0,1,0
Postgraduate,82072.0,67,889,55,685,168,92,3,2,13,1,11.63586584531143,55,2018,Partner,0,2,0
Postgraduate,46231.0,87,189,2,55,0,5,6,1,4,9,12.232717316906228,72,263,Alone,3,4,1
Graduate,42243.0,34,48,0,2,0,0,2,0,3,7,11.19233401779603,66,55,Partner,2,4,1
Graduate,51195.0,46,230,14,156,82,24,9,2,5,8,11.887748117727584,63,564,Partner,2,4,1
Postgraduate,68092.0,7,852,60,207,78,36,2,6,10,5,11.178644763860367,47,1281,Alone,0,1,0
Graduate,31814.0,73,35,3,20,4,1,2,0,3,9,12.02737850787132,52,83,Partner,1,3,1
Postgraduate,51390.0,54,205,20,47,23,2,5,2,5,5,12.449007529089664,60,353,Alone,2,3,1
Graduate,76630.0,93,255,31,446,40,56,3,10,11,1,11.099247091033538,42,1003,Partner,0,2,0
Undergraduate,26868.0,52,0,0,1,8,3,1,0,2,7,10.809034907597535,34,14,Alone,1,2,1
Postgraduate,48948.0,53,437,8,206,160,49,7,10,5,6,12.049281314168375,82,902,Alone,0,1,0
Postgraduate,55260.0,81,825,8,53,11,0,8,10,5,6,12.188911704312115,53,1139,Alone,1,2,1
Graduate,64090.0,8,316,58,161,76,51,6,9,4,5,11.537303216974674,69,797,Partner,1,3,1
Graduate,78331.0,97,756,138,354,160,169,10,6,7,4,11.07460643394935,67,1638,Alone,1,2,1
Postgraduate,37087.0,50,194,55,134,15,0,4,2,8,6,11.526351813826146,51,401,Partner,1,3,1
Graduate,21846.0,38,7,17,18,6,10,4,0,3,8,11.329226557152635,39,84,Alone,1,2,1
Graduate,81320.0,61,183,33,493,59,103,4,3,10,2,12.035592060232718,67,928,Partner,0,2,0
Graduate,54137.0,46,171,0,11,0,1,4,1,4,6,11.512662559890488,55,203,Alone,1,2,1
Graduate,66825.0,73,243,101,405,29,40,4,5,6,2,11.603011635865846,58,858,Partner,0,2,0
Graduate,57100.0,19,181,21,69,39,3,3,3,6,3,11.211498973305956,52,409,Partner,0,2,0
Graduate,58917.0,10,151,7,89,0,7,4,1,6,5,11.90965092402464,56,282,Partner,3,5,1
Graduate,85072.0,94,494,92,391,194,11,3,4,10,0,10.86652977412731,48,1423,Alone,0,1,0
Graduate,86429.0,10,464,28,873,29,18,7,4,7,2,11.247091033538672,64,1449,Alone,0,1,0
Graduate,45684.0,37,5,1,5,10,0,1,0,2,7,11.21697467488022,54,28,Alone,1,2,1
Graduate,47889.0,94,29,0,29,0,5,2,0,3,5,11.12662559890486,51,67,Partner,1,3,1
Postgraduate,45921.0,23,102,9,49,24,3,2,1,6,4,10.948665297741274,39,199,Partner,0,2,0
Postgraduate,78420.0,75,604,28,674,91,28,3,10,8,1,11.644079397672828,59,1453,Alone,0,1,0
Graduate,75114.0,40,571,12,523,63,60,3,10,5,2,11.285420944558522,33,1253,Partner,0,2,0
Postgraduate,52278.0,24,953,0,71,0,0,10,5,10,8,12.068446269678304,62,1198,Alone,1,2,1
Postgraduate,35641.0,11,63,3,67,8,9,3,1,4,7,11.603011635865846,53,178,Partner,1,3,1
Graduate,95529.0,29,770,29,890,250,27,7,3,7,3,12.213552361396305,31,1990,Alone,0,1,0
Graduate,62820.0,51,398,61,265,138,61,3,4,6,1,11.7782340862423,71,976,Partner,0,2,0
Postgraduate,73113.0,86,741,19,154,50,9,3,4,7,2,11.151266255989048,65,1001,Partner,0,2,0
Postgraduate,84169.0,9,1478,19,403,0,19,7,6,6,3,11.537303216974674,43,1919,Partner,0,2,0
Undergraduate,42607.0,30,156,29,56,30,32,3,2,7,3,11.2580424366872,71,350,Alone,1,2,1
Postgraduate,74637.0,73,960,64,464,146,0,6,9,9,3,11.759069130732374,71,1650,Alone,0,1,0
Postgraduate,46015.0,25,38,0,2,0,0,1,0,3,7,10.85557837097878,70,46,Partner,2,4,1
Graduate,72354.0,67,315,26,473,220,12,2,10,6,1,11.84394250513347,32,1228,Alone,0,1,0
Postgraduate,39858.0,67,15,20,25,2,7,2,0,4,6,12.071184120465434,56,95,Alone,1,2,1
Postgraduate,34469.0,58,19,6,20,0,5,1,1,4,4,10.798083504449009,77,62,Partner,2,4,1
Graduate,83033.0,82,812,99,431,237,149,11,4,10,5,10.759753593429158,39,1761,Partner,1,3,1
Postgraduate,24401.0,98,73,28,217,10,24,6,1,6,8,12.47091033538672,46,467,Partner,0,2,0
Graduate,77583.0,93,372,23,384,250,12,4,5,9,2,11.025325119780971,47,1149,Partner,0,2,0
Undergraduate,74116.0,53,871,111,704,145,55,4,4,10,2,11.14031485284052,43,2052,Alone,0,1,0
Graduate,74293.0,66,375,152,335,93,91,5,4,6,2,10.798083504449009,32,1127,Alone,0,1,0
Postgraduate,68397.0,6,760,80,466,17,13,6,9,5,3,11.2580424366872,49,1416,Partner,1,3,1
Postgraduate,79632.0,42,471,0,510,99,21,6,4,9,2,10.869267624914444,51,1113,Partner,0,2,0
Graduate,46107.0,78,31,9,27,16,9,1,1,4,3,11.025325119780971,36,125,Alone,1,2,1
Postgraduate,64950.0,29,819,0,72,12,0,11,2,10,7,12.522929500342231,74,966,Alone,1,2,1
Undergraduate,25443.0,82,1,4,3,8,9,1,0,3,8,12.161533196440796,36,32,Partner,1,3,1
Graduate,75127.0,92,203,35,305,46,17,2,11,5,1,10.74880219028063,73,833,Alone,0,1,0
Postgraduate,32892.0,78,26,0,15,2,1,3,0,3,8,10.740588637919233,54,46,Partner,1,3,1
Graduate,71796.0,54,354,21,311,167,75,9,3,4,4,11.323750855578371,54,960,Partner,0,2,0
Postgraduate,67536.0,45,1253,0,447,23,71,11,5,11,8,11.748117727583846,55,1829,Partner,1,3,1
Graduate,55239.0,59,371,17,238,23,24,7,5,11,5,11.603011635865846,54,779,Alone,1,2,1
Postgraduate,60554.0,8,588,7,76,110,15,8,4,9,6,11.53182751540041,50,811,Alone,1,2,1
Undergraduate,64831.0,51,480,86,249,75,86,6,3,5,6,11.696098562628336,73,1120,Alone,2,3,1
Postgraduate,56067.0,51,517,12,54,16,6,7,4,7,5,11.586584531143052,63,725,Partner,1,3,1
Graduate,82025.0,76,267,98,606,48,70,3,2,6,1,11.731690622861054,42,1187,Alone,0,1,0
Graduate,94384.0,62,1111,24,790,160,45,5,8,5,2,11.964407939767282,72,2302,Partner,0,2,0
Undergraduate,14906.0,86,7,7,14,7,16,2,1,3,7,12.161533196440796,39,66,Alone,0,1,0
Postgraduate,51563.0,60,1166,0,48,0,0,4,4,10,8,12.386036960985626,38,1250,Partner,0,2,0
Undergraduate,57937.0,56,261,42,144,55,48,4,4,9,3,11.00889801505818,43,683,Partner,1,3,1
Graduate,68274.0,83,135,25,51,23,25,4,2,5,3,11.38945927446954,46,305,Alone,2,3,1
Graduate,39771.0,92,6,2,18,2,8,2,0,3,4,11.206023271731691,48,50,Partner,1,3,1
Undergraduate,67893.0,31,711,28,142,49,18,3,2,9,8,12.386036960985626,50,995,Alone,1,2,1
Postgraduate,27922.0,80,11,0,13,2,4,2,0,3,4,10.781656399726216,46,41,Partner,1,3,1
Postgraduate,52190.0,39,42,0,17,0,0,2,1,3,5,10.78713210130048,49,77,Partner,2,4,1
Postgraduate,44051.0,20,79,7,58,6,3,3,1,4,6,12.057494866529774,52,171,Alone,2,3,1
Postgraduate,42767.0,53,20,6,43,19,5,3,1,2,8,11.7782340862423,54,131,Alone,2,3,1
Postgraduate,46106.0,84,30,0,8,2,0,1,1,2,6,10.778918548939084,49,54,Partner,2,4,1
Postgraduate,16927.0,50,20,2,23,3,1,3,0,4,8,12.02464065708419,49,53,Partner,2,4,1
Graduate,59754.0,96,115,27,44,4,146,5,2,6,5,12.219028062970567,60,475,Partner,1,3,1
Graduate,53700.0,94,263,5,233,69,41,5,5,8,5,12.509240246406572,73,694,Alone,1,2,1
Graduate,59041.0,25,69,2,15,2,2,2,0,4,5,10.789869952087612,52,96,Partner,2,4,1
Postgraduate,54237.0,48,267,3,30,4,0,5,2,5,6,11.816563997262149,68,361,Alone,1,2,1
Graduate,70647.0,65,561,85,171,25,123,4,7,13,2,12.413415468856948,58,1079,Alone,1,2,1
Postgraduate,52597.0,69,492,0,37,7,0,6,3,8,5,10.789869952087612,63,578,Alone,1,2,1
Postgraduate,41021.0,12,14,7,9,6,16,2,0,3,6,12.139630390143736,56,64,Partner,1,3,1
Postgraduate,40233.0,84,80,4,46,0,17,2,1,5,6,11.351129363449692,50,149,Partner,1,3,1
Graduate,50183.0,47,97,12,84,13,10,3,1,6,5,10.655715263518138,45,231,Partner,2,4,1
Graduate,54753.0,87,197,107,227,7,59,5,2,11,4,11.43874058863792,66,728,Partner,1,3,1
Graduate,92955.0,35,693,21,925,31,24,6,7,9,2,11.50444900752909,52,1778,Partner,0,2,0
Graduate,33471.0,47,43,2,27,0,9,3,0,4,7,12.355920602327172,52,93,Partner,1,3,1
Postgraduate,34596.0,48,14,0,2,0,0,1,0,2,8,11.854893908282,51,23,Partner,1,3,1
Graduate,44010.0,46,186,36,234,86,72,10,2,6,9,12.35318275154004,45,662,Partner,1,3,1
Graduate,84219.0,27,434,137,400,45,137,3,4,10,1,11.047227926078028,37,1198,Partner,0,2,0
Postgraduate,40706.0,37,59,0,11,4,2,3,0,4,7,12.09034907597536,57,81,Partner,3,5,1
Undergraduate,15716.0,8,16,5,30,8,7,3,0,4,8,12.271047227926076,37,92,Partner,1,3,1
Undergraduate,59052.0,29,230,35,75,63,57,7,1,7,5,11.2580424366872,66,491,Alone,1,2,1
Postgraduate,80573.0,85,829,138,430,60,92,4,6,13,2,12.350444900752908,54,1564,Partner,0,2,0
Graduate,83715.0,2,318,8,407,150,35,2,8,13,0,11.044490075290897,63,926,Partner,0,2,0
Postgraduate,82576.0,66,1206,55,445,168,18,2,4,12,1,12.553045859000685,66,1910,Partner,0,2,0
Postgraduate,56962.0,60,292,3,77,10,3,6,3,5,7,11.359342915811087,60,411,Partner,3,5,1
Graduate,35704.0,54,30,9,12,2,11,2,0,4,4,11.129363449691992,73,94,Partner,2,4,1
Graduate,53103.0,70,729,17,133,11,0,10,6,7,7,11.43874058863792,71,1085,Partner,1,3,1
Undergraduate,46779.0,55,12,1,3,0,0,0,1,2,4,11.60848733744011,65,23,Alone,2,3,1
Graduate,4861.0,20,2,1,1,1,0,0,0,0,14,10.663928815879537,60,6,Alone,0,1,0
Postgraduate,33462.0,78,22,3,18,0,0,2,0,3,7,11.537303216974674,46,54,Alone,1,2,1
Graduate,63693.0,63,587,43,337,42,87,11,6,9,6,11.351129363449692,47,1150,Alone,1,2,1
Graduate,80763.0,17,674,168,108,192,42,5,11,6,3,11.515400410677618,75,1415,Partner,0,2,0
Postgraduate,65352.0,43,284,3,84,4,7,4,2,8,4,11.498973305954824,51,405,Partner,1,3,1
Postgraduate,82170.0,13,1023,93,651,49,55,5,6,7,2,11.236139630390143,47,1908,Partner,0,2,0
Graduate,75759.0,46,1394,22,708,89,91,9,7,9,5,11.321013004791238,56,2486,Partner,0,2,0
Undergraduate,79689.0,65,311,26,640,180,37,4,9,13,2,11.775496235455169,49,1315,Alone,0,1,0
Postgraduate,35340.0,1,27,0,12,0,1,2,0,3,5,10.64476386036961,69,45,Alone,2,3,1
Graduate,85683.0,6,1296,17,311,45,69,2,4,10,1,10.91854893908282,71,1789,Alone,0,1,0
Undergraduate,24884.0,32,3,6,7,0,0,0,0,3,7,12.224503764544831,53,19,Partner,1,3,1
Postgraduate,42021.0,34,393,5,136,7,5,10,1,6,9,12.47091033538672,44,573,Partner,1,3,1
Graduate,64449.0,70,218,63,282,137,35,5,3,12,4,11.003422313483917,36,805,Alone,1,2,1
Graduate,64587.0,49,66,0,16,0,6,1,1,4,3,10.663928815879537,71,108,Alone,2,3,1
Graduate,34824.0,65,4,2,11,2,0,1,0,2,6,10.90485968514716,30,23,Alone,0,1,0
Graduate,75437.0,25,795,0,545,95,58,8,4,10,6,11.279945242984258,47,1493,Partner,0,2,0
Graduate,26091.0,84,15,10,19,8,17,2,1,3,5,10.984257357973991,68,89,Partner,2,4,1
Graduate,52845.0,7,384,25,292,130,41,8,8,6,6,11.520876112251882,52,936,Partner,1,3,1
Graduate,46086.0,34,244,8,32,7,2,3,1,8,4,11.29637234770705,69,343,Alone,1,2,1
Postgraduate,78028.0,38,158,19,288,25,0,6,4,9,7,12.4435318275154,69,528,Alone,1,2,1
Postgraduate,95169.0,1,1285,21,449,106,20,4,3,4,1,11.364818617385351,38,1901,Alone,0,1,0
Undergraduate,56337.0,25,349,16,144,28,5,8,5,4,8,11.901437371663244,44,724,Partner,2,4,1
Graduate,22434.0,25,4,12,11,3,13,2,0,3,8,12.016427104722792,38,58,Partner,1,3,1
Postgraduate,36930.0,50,223,2,31,0,2,5,2,4,8,11.761806981519507,71,297,Partner,1,3,1
Graduate,36130.0,46,157,43,127,68,56,3,8,4,4,12.046543463381246,71,488,Alone,1,2,1
Postgraduate,65569.0,96,397,46,288,20,38,6,5,10,3,12.290212183436005,72,859,Partner,1,3,1
Graduate,83844.0,57,901,31,345,75,31,4,4,11,1,11.775496235455169,73,1574,Partner,0,2,0
Graduate,19514.0,47,14,3,21,2,1,3,1,2,8,11.066392881587952,57,69,Partner,2,4,1
Postgraduate,36736.0,52,10,0,3,0,0,1,0,2,6,11.780971937029433,62,17,Alone,2,3,1
Graduate,77568.0,30,1230,0,396,232,178,10,2,8,5,12.487337440109512,46,2194,Partner,1,3,1
Postgraduate,49187.0,63,81,1,31,2,1,1,1,5,2,11.107460643394935,49,116,Partner,1,3,1
Graduate,30168.0,51,154,20,66,0,12,6,1,4,9,11.956194387405889,47,279,Alone,1,2,1
Postgraduate,34053.0,14,63,0,21,7,0,3,0,3,8,12.4435318275154,57,103,Partner,1,3,1
Postgraduate,38196.0,20,30,0,11,0,0,2,0,4,5,10.841889117043122,54,44,Partner,2,4,1
Postgraduate,59412.0,56,90,67,165,30,43,4,2,8,3,10.839151266255987,74,406,Partner,0,2,0
Undergraduate,70924.0,41,635,114,254,132,152,6,6,7,3,10.872005475701574,60,1363,Partner,0,2,0
Graduate,54165.0,72,127,4,73,15,6,2,1,7,2,11.731690622861054,56,236,Partner,0,2,0
Graduate,32300.0,1,13,3,6,6,5,1,0,3,8,12.128678986995208,52,39,Partner,1,3,1
Graduate,20180.0,27,18,42,24,15,20,2,1,4,7,11.997262149212869,49,137,Alone,0,1,0
Graduate,34961.0,77,45,2,26,4,1,3,1,3,7,10.67214236824093,52,79,Partner,1,3,1
Postgraduate,28440.0,87,38,1,24,0,0,2,0,3,8,11.62217659137577,51,63,Partner,1,3,1
Postgraduate,64504.0,81,986,36,168,16,0,11,3,4,7,11.964407939767282,72,1314,Partner,3,5,1
Postgraduate,33564.0,51,61,0,3,0,0,1,1,3,5,10.65845311430527,59,71,Partner,1,3,1
Graduate,17345.0,79,4,9,16,17,0,2,1,2,8,12.295687885010269,47,58,Partner,1,3,1
Postgraduate,56320.0,11,201,53,172,116,77,5,4,9,4,11.86858316221766,58,702,Partner,1,3,1
Graduate,28647.0,54,19,8,29,0,12,2,2,2,7,11.498973305954824,47,94,Alone,1,2,1
Undergraduate,15038.0,93,4,8,11,19,12,2,1,2,9,12.057494866529774,38,80,Alone,1,2,1
Postgraduate,32173.0,0,18,0,2,0,0,1,0,3,4,11.553730321697468,67,22,Alone,1,2,1
Undergraduate,68316.0,54,806,80,161,120,11,10,7,10,6,12.292950034223136,61,1211,Partner,1,3,1
Graduate,74538.0,21,380,98,733,110,112,8,8,5,3,11.644079397672828,54,1461,Partner,0,2,0
Graduate,91700.0,58,576,172,961,125,115,8,6,5,3,12.09034907597536,54,1968,Alone,0,1,0
Graduate,68695.0,3,458,81,356,106,50,4,4,7,2,10.655715263518138,56,1091,Partner,0,2,0
Undergraduate,31056.0,99,5,10,13,3,8,1,0,3,8,12.0766598220397,48,55,Partner,1,3,1
Graduate,79593.0,70,350,60,568,110,133,5,6,7,2,10.77618069815195,52,1366,Partner,0,2,0
Graduate,28071.0,65,39,33,130,41,26,5,1,5,8,12.476386036960983,45,313,Alone,0,1,0
Postgraduate,37334.0,44,26,1,16,2,2,3,0,4,4,10.981519507186858,67,62,Partner,2,4,1
Postgraduate,46423.0,6,68,0,16,0,0,2,0,4,7,11.422313483915127,53,92,Alone,2,3,1
Postgraduate,37126.0,9,45,3,9,4,4,1,2,2,6,10.89390828199863,54,72,Partner,1,3,1
Graduate,47703.0,95,359,0,134,13,26,6,3,8,5,11.728952772073924,72,655,Partner,1,3,1
Graduate,61180.0,70,403,24,29,6,24,5,5,6,3,10.82819986310746,66,704,Partner,1,3,1
Graduate,38998.0,92,34,1,14,0,0,2,0,3,8,12.295687885010269,71,54,Partner,2,4,1
Graduate,8028.0,62,73,18,66,7,12,0,1,0,19,12.421629021218344,34,178,Alone,0,1,0
Graduate,76081.0,85,292,30,415,63,33,4,5,4,2,10.746064339493495,63,1033,Partner,0,2,0
Graduate,34728.0,2,14,0,16,0,0,1,1,2,6,11.55920602327173,39,36,Partner,1,3,1
Postgraduate,33168.0,0,80,1,37,0,1,2,1,4,7,12.35318275154004,60,122,Alone,1,2,1
Postgraduate,33585.0,91,30,11,33,13,6,2,0,4,4,11.403148528405202,59,122,Partner,1,3,1
Postgraduate,77037.0,3,463,96,333,168,53,7,7,12,3,11.353867214236825,65,1123,Partner,1,3,1
Graduate,35196.0,68,75,12,141,43,39,6,1,5,8,12.268309377138946,41,497,Partner,1,3,1
Graduate,44529.0,98,538,13,91,17,6,6,2,11,5,11.627652292950032,59,691,Partner,1,3,1
Undergraduate,70924.0,41,635,114,254,132,152,6,6,7,3,10.872005475701574,60,1363,Partner,0,2,0
Postgraduate,28764.0,16,8,0,3,0,0,1,0,2,8,10.71047227926078,59,12,Partner,2,4,1
Postgraduate,69098.0,82,1315,22,780,145,0,7,8,9,5,12.008213552361395,76,2440,Partner,0,2,0
Undergraduate,25959.0,1,4,2,12,7,5,1,2,2,6,12.01368925393566,55,56,Alone,2,3,1
Postgraduate,27100.0,64,12,0,13,2,0,1,0,3,7,11.876796714579056,42,37,Partner,1,3,1
Graduate,70596.0,68,347,44,534,17,0,3,5,12,2,12.375085557837098,40,968,Alone,0,1,0
Graduate,42557.0,98,192,5,53,0,5,6,1,4,8,12.476386036960983,51,270,Partner,1,3,1
Postgraduate,53312.0,32,241,0,12,0,0,5,1,5,7,11.53182751540041,74,278,Partner,0,2,0
Graduate,72228.0,87,631,28,491,30,14,6,7,8,3,12.229979466119095,73,1250,Alone,0,1,0
Graduate,67605.0,84,336,28,282,184,54,2,8,6,1,11.890485968514716,38,938,Partner,0,2,0
Postgraduate,62845.0,3,1099,0,45,0,0,3,4,10,8,12.386036960985626,76,1178,Partner,2,4,1
Graduate,65196.0,34,743,19,181,12,0,7,6,11,5,11.572895277207392,67,1155,Partner,2,4,1
Postgraduate,42000.0,23,124,83,267,85,59,5,2,11,5,12.109514031485284,38,653,Alone,0,1,0
Postgraduate,35860.0,37,15,0,8,4,2,1,1,2,5,10.757015742642023,52,49,Alone,2,3,1
Postgraduate,65526.0,22,397,19,69,12,0,4,4,8,2,10.861054072553046,61,506,Partner,1,3,1
Graduate,16860.0,19,10,4,4,3,3,1,1,3,7,12.438056125941136,64,38,Partner,2,4,1
Graduate,83528.0,7,530,117,678,134,44,4,10,8,1,10.806297056810404,33,1650,Alone,0,1,0
Undergraduate,64176.0,52,1215,33,249,64,116,8,9,8,6,12.54757015742642,60,1826,Alone,1,2,1
Graduate,22304.0,91,3,2,7,0,4,1,0,2,8,12.544832306639288,69,18,Alone,0,1,0
Graduate,67023.0,93,444,44,382,11,8,3,7,13,2,10.965092402464066,47,906,Partner,0,2,0
Postgraduate,32892.0,78,26,0,15,2,1,3,0,3,8,10.740588637919233,54,46,Partner,1,3,1
Graduate,70713.0,23,736,114,279,82,76,5,6,8,3,12.213552361396305,59,1477,Partner,1,3,1
